09/20/2018 18:19:50+457335us LOEC <LO> LOEC_bind_handler > (function_code = 0x4c4fff03)
09/20/2018 18:19:50+457398us LOEC <LO> LOECAP_start_lot >>(lot_id=1093)
09/20/2018 18:19:50+465063us LOEC <LO> LODM_get_lot_data > ()
09/20/2018 18:19:50+466498us LOEC <LO> LODM_get_lot_data < () = OK
09/20/2018 18:19:50+466596us LOEC <LO> LODM_get_lot_align_data > ()
09/20/2018 18:19:50+469027us LOEC <LO> LODM_get_lot_align_data < () = OK
09/20/2018 18:19:50+469106us LOEC <LO> LODM_get_lot_level_data > ()
09/20/2018 18:19:50+469906us LOEC <LO> LODM_get_lot_level_data < () = OK
09/20/2018 18:19:50+469962us LOEC <LO> LODM_get_lot_seal_data > ()
09/20/2018 18:19:50+695563us LOEC <LO> LODM_get_lot_seal_data < () = OK
09/20/2018 18:19:50+698605us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 2, seg_type = 1, start_pos = (0.183611, 0.242588),end_pos = (0.183611, 0.380408), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698641us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 3, seg_type = 2, start_pos = (0.183611, 0.380408),end_pos = (0.183161, 0.380858), arc_center_pos = (0.183161, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698675us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 4, seg_type = 1, start_pos = (0.183161, 0.380858),end_pos = (0.114541, 0.380858), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698708us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 5, seg_type = 2, start_pos = (0.114541, 0.380858),end_pos = (0.114091, 0.380408), arc_center_pos = (0.114541, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698740us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 6, seg_type = 1, start_pos = (0.114091, 0.380408),end_pos = (0.114091, 0.242588), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698773us LOEC <LO> LOECAP_start_lot <(cell_index = 7, seg_id = 7, seg_type = 2, start_pos = (0.114091, 0.242588),end_pos = (0.114641, 0.242038), arc_center_pos = (0.114641, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698805us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 0, seg_type = 1, start_pos = (0.041564, 0.242004),end_pos = (0.110018, 0.242004), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698838us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 1, seg_type = 2, start_pos = (0.110018, 0.242004),end_pos = (0.110568, 0.242554), arc_center_pos = (0.110001, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698870us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 2, seg_type = 1, start_pos = (0.110568, 0.242554),end_pos = (0.110568, 0.380443), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698902us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 3, seg_type = 2, start_pos = (0.110568, 0.380443),end_pos = (0.110118, 0.380893), arc_center_pos = (0.110101, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698934us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 4, seg_type = 1, start_pos = (0.110118, 0.380893),end_pos = (0.041463, 0.380893), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+698966us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 5, seg_type = 2, start_pos = (0.041463, 0.380893),end_pos = (0.041013, 0.380443), arc_center_pos = (0.041481, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+698999us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 6, seg_type = 1, start_pos = (0.041013, 0.380443),end_pos = (0.041013, 0.242554), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699030us LOEC <LO> LOECAP_start_lot <(cell_index = 8, seg_id = 7, seg_type = 2, start_pos = (0.041013, 0.242554),end_pos = (0.041564, 0.242004), arc_center_pos = (0.041581, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699062us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 0, seg_type = 1, start_pos = (-0.109872, 0.242073),end_pos = (-0.041486, 0.242073), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699094us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 1, seg_type = 2, start_pos = (-0.041486, 0.242073),end_pos = (-0.040937, 0.242623), arc_center_pos = (-0.041469, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699126us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 2, seg_type = 1, start_pos = (-0.040937, 0.242623),end_pos = (-0.040937, 0.380374), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699158us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 3, seg_type = 2, start_pos = (-0.040937, 0.380374),end_pos = (-0.041387, 0.380824), arc_center_pos = (-0.041369, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699190us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 4, seg_type = 1, start_pos = (-0.041387, 0.380824),end_pos = (-0.109972, 0.380824), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699222us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 5, seg_type = 2, start_pos = (-0.109972, 0.380824),end_pos = (-0.110422, 0.380374), arc_center_pos = (-0.109989, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699254us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 6, seg_type = 1, start_pos = (-0.110422, 0.380374),end_pos = (-0.110422, 0.242623), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699286us LOEC <LO> LOECAP_start_lot <(cell_index = 9, seg_id = 7, seg_type = 2, start_pos = (-0.110422, 0.242623),end_pos = (-0.109872, 0.242073), arc_center_pos = (-0.109889, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699318us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 0, seg_type = 1, start_pos = (-0.182949, 0.242038),end_pos = (-0.114529, 0.242038), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699350us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 1, seg_type = 2, start_pos = (-0.114529, 0.242038),end_pos = (-0.113979, 0.242588), arc_center_pos = (-0.114529, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699383us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 2, seg_type = 1, start_pos = (-0.113979, 0.242588),end_pos = (-0.113979, 0.380408), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699415us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 3, seg_type = 2, start_pos = (-0.113979, 0.380408),end_pos = (-0.114429, 0.380858), arc_center_pos = (-0.114429, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699447us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 4, seg_type = 1, start_pos = (-0.114429, 0.380858),end_pos = (-0.183049, 0.380858), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699479us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 5, seg_type = 2, start_pos = (-0.183049, 0.380858),end_pos = (-0.183499, 0.380408), arc_center_pos = (-0.183049, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699511us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 6, seg_type = 1, start_pos = (-0.183499, 0.380408),end_pos = (-0.183499, 0.242588), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699543us LOEC <LO> LOECAP_start_lot <(cell_index = 10, seg_id = 7, seg_type = 2, start_pos = (-0.183499, 0.242588),end_pos = (-0.182949, 0.242038), arc_center_pos = (-0.182949, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699575us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 0, seg_type = 1, start_pos = (-0.256026, 0.242004),end_pos = (-0.187572, 0.242004), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699608us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 1, seg_type = 2, start_pos = (-0.187572, 0.242004),end_pos = (-0.187022, 0.242554), arc_center_pos = (-0.187589, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699645us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 2, seg_type = 1, start_pos = (-0.187022, 0.242554),end_pos = (-0.187022, 0.380443), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699678us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 3, seg_type = 2, start_pos = (-0.187022, 0.380443),end_pos = (-0.187472, 0.380893), arc_center_pos = (-0.187489, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699711us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 4, seg_type = 1, start_pos = (-0.187472, 0.380893),end_pos = (-0.256127, 0.380893), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699742us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 5, seg_type = 2, start_pos = (-0.256127, 0.380893),end_pos = (-0.256577, 0.380443), arc_center_pos = (-0.256109, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699775us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 6, seg_type = 1, start_pos = (-0.256577, 0.380443),end_pos = (-0.256577, 0.242554), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+699807us LOEC <LO> LOECAP_start_lot <(cell_index = 11, seg_id = 7, seg_type = 2, start_pos = (-0.256577, 0.242554),end_pos = (-0.256026, 0.242004), arc_center_pos = (-0.256009, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+699840us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 0, seg_type = 1, start_pos = (-0.329052, 0.242073),end_pos = (-0.260666, 0.242073), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+703678us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 1, seg_type = 2, start_pos = (-0.260666, 0.242073),end_pos = (-0.260117, 0.242623), arc_center_pos = (-0.260649, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+703735us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 2, seg_type = 1, start_pos = (-0.260117, 0.242623),end_pos = (-0.260117, 0.380374), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+703783us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 3, seg_type = 2, start_pos = (-0.260117, 0.380374),end_pos = (-0.260567, 0.380824), arc_center_pos = (-0.260549, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+703829us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 4, seg_type = 1, start_pos = (-0.260567, 0.380824),end_pos = (-0.329152, 0.380824), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+703872us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 5, seg_type = 2, start_pos = (-0.329152, 0.380824),end_pos = (-0.329602, 0.380374), arc_center_pos = (-0.329169, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+703908us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 6, seg_type = 1, start_pos = (-0.329602, 0.380374),end_pos = (-0.329602, 0.242623), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+703941us LOEC <LO> LOECAP_start_lot <(cell_index = 12, seg_id = 7, seg_type = 2, start_pos = (-0.329602, 0.242623),end_pos = (-0.329052, 0.242073), arc_center_pos = (-0.329069, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+703975us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 0, seg_type = 1, start_pos = (-0.402129, 0.242038),end_pos = (-0.333709, 0.242038), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704008us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 1, seg_type = 2, start_pos = (-0.333709, 0.242038),end_pos = (-0.333159, 0.242588), arc_center_pos = (-0.333709, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704040us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 2, seg_type = 1, start_pos = (-0.333159, 0.242588),end_pos = (-0.333159, 0.380408), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704074us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 3, seg_type = 2, start_pos = (-0.333159, 0.380408),end_pos = (-0.333609, 0.380858), arc_center_pos = (-0.333609, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704106us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 4, seg_type = 1, start_pos = (-0.333609, 0.380858),end_pos = (-0.402229, 0.380858), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704139us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 5, seg_type = 2, start_pos = (-0.402229, 0.380858),end_pos = (-0.402679, 0.380408), arc_center_pos = (-0.402229, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704173us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 6, seg_type = 1, start_pos = (-0.402679, 0.380408),end_pos = (-0.402679, 0.242588), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704206us LOEC <LO> LOECAP_start_lot <(cell_index = 13, seg_id = 7, seg_type = 2, start_pos = (-0.402679, 0.242588),end_pos = (-0.402129, 0.242038), arc_center_pos = (-0.402129, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704239us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 0, seg_type = 1, start_pos = (-0.475206, 0.242004),end_pos = (-0.406752, 0.242004), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704272us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 1, seg_type = 2, start_pos = (-0.406752, 0.242004),end_pos = (-0.406202, 0.242554), arc_center_pos = (-0.406769, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704304us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 2, seg_type = 1, start_pos = (-0.406202, 0.242554),end_pos = (-0.406202, 0.380443), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704337us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 3, seg_type = 2, start_pos = (-0.406202, 0.380443),end_pos = (-0.406652, 0.380893), arc_center_pos = (-0.406669, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704370us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 4, seg_type = 1, start_pos = (-0.406652, 0.380893),end_pos = (-0.475307, 0.380893), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704403us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 5, seg_type = 2, start_pos = (-0.475307, 0.380893),end_pos = (-0.475757, 0.380443), arc_center_pos = (-0.475289, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704436us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 6, seg_type = 1, start_pos = (-0.475757, 0.380443),end_pos = (-0.475757, 0.242554), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704468us LOEC <LO> LOECAP_start_lot <(cell_index = 14, seg_id = 7, seg_type = 2, start_pos = (-0.475757, 0.242554),end_pos = (-0.475206, 0.242004), arc_center_pos = (-0.475189, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704502us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 0, seg_type = 1, start_pos = (-0.548232, 0.242073),end_pos = (-0.479846, 0.242073), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704534us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 1, seg_type = 2, start_pos = (-0.479846, 0.242073),end_pos = (-0.479297, 0.242623), arc_center_pos = (-0.479829, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704567us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 2, seg_type = 1, start_pos = (-0.479297, 0.242623),end_pos = (-0.479297, 0.380374), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704600us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 3, seg_type = 2, start_pos = (-0.479297, 0.380374),end_pos = (-0.479747, 0.380824), arc_center_pos = (-0.479729, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704650us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 4, seg_type = 1, start_pos = (-0.479747, 0.380824),end_pos = (-0.548332, 0.380824), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704686us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 5, seg_type = 2, start_pos = (-0.548332, 0.380824),end_pos = (-0.548782, 0.380374), arc_center_pos = (-0.548349, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704720us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 6, seg_type = 1, start_pos = (-0.548782, 0.380374),end_pos = (-0.548782, 0.242623), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704752us LOEC <LO> LOECAP_start_lot <(cell_index = 15, seg_id = 7, seg_type = 2, start_pos = (-0.548782, 0.242623),end_pos = (-0.548232, 0.242073), arc_center_pos = (-0.548249, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704785us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 0, seg_type = 1, start_pos = (-0.621309, 0.242038),end_pos = (-0.552889, 0.242038), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704818us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 1, seg_type = 2, start_pos = (-0.552889, 0.242038),end_pos = (-0.552339, 0.242588), arc_center_pos = (-0.552889, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704852us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 2, seg_type = 1, start_pos = (-0.552339, 0.242588),end_pos = (-0.552339, 0.380408), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704884us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 3, seg_type = 2, start_pos = (-0.552339, 0.380408),end_pos = (-0.552789, 0.380858), arc_center_pos = (-0.552789, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704917us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 4, seg_type = 1, start_pos = (-0.552789, 0.380858),end_pos = (-0.621409, 0.380858), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+704949us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 5, seg_type = 2, start_pos = (-0.621409, 0.380858),end_pos = (-0.621859, 0.380408), arc_center_pos = (-0.621409, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+704981us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 6, seg_type = 1, start_pos = (-0.621859, 0.380408),end_pos = (-0.621859, 0.242588), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+705014us LOEC <LO> LOECAP_start_lot <(cell_index = 16, seg_id = 7, seg_type = 2, start_pos = (-0.621859, 0.242588),end_pos = (-0.621309, 0.242038), arc_center_pos = (-0.621309, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+705046us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 0, seg_type = 1, start_pos = (-0.694386, 0.242004),end_pos = (-0.625932, 0.242004), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+705079us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 1, seg_type = 2, start_pos = (-0.625932, 0.242004),end_pos = (-0.625382, 0.242554), arc_center_pos = (-0.625949, 0.242588), arc_angle = 1.570796,radius = 0.000550, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+705112us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 2, seg_type = 1, start_pos = (-0.625382, 0.242554),end_pos = (-0.625382, 0.380443), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+705145us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 3, seg_type = 2, start_pos = (-0.625382, 0.380443),end_pos = (-0.625832, 0.380893), arc_center_pos = (-0.625849, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
09/20/2018 18:19:50+705178us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 4, seg_type = 1, start_pos = (-0.625832, 0.380893),end_pos = (-0.694487, 0.380893), arc_center_pos = (0.000000, 0.000000), arc_angle = 0.000000,radius = 0.000000, seal_power = 20.000000, seal_velocity = 2.500000
09/20/2018 18:19:50+705210us LOEC <LO> LOECAP_start_lot <(cell_index = 17, seg_id = 5, seg_type = 2, start_pos = (-0.694487, 0.380893),end_pos = (-0.694937, 0.380443), arc_center_pos = (-0.694469, 0.380408), arc_angle = 1.570796,radius = 0.000450, seal_power = 40.000000, seal_velocity = 3.000000
